Season,Site,Month,Day,Year,Plot,LSAT_Sediment_depth_mm,LSAT_%,Total_Juvenile_Coral,Total_Juvenile_nSSID,Presence_juv_corals_nSSID,Presence_juv_corals,Siderastrea_Juv,Porites_Juv,Montastrea_Juv,Diploria_Juv,Agaricia_Juv,Favia_Juv
Summer,Conch Reef,May,26,2023,10,4,75,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,11,3,70,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,12,4,65,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,13,3,40,1,1,1,1,0,0,0,0,1,0
Summer,Conch Reef,May,26,2023,14,5,80,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,15,5,90,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,16,5,2,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,17,5,40,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,18,2,40,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,19,3,45,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,20,3,55,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,21,5,70,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,22,3,45,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,23,2,30,2,1,1,1,1,0,0,0,1,0
Summer,Conch Reef,May,26,2023,24,6,75,0,0,0,0,0,0,0,0,0,0
Summer,Conch Reef,May,26,2023,25,3,60,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,1,0.5,10,2.5,2.5,1,1,0,2.5,0,0,0,0
Fall,South Canyon,Sept,16,2023,2,1,10,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,3,0.5,1,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,4,0.5,3,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,5,1,27,3,3,1,1,0,3,0,0,0,0
Fall,South Canyon,Sept,16,2023,6,1,5,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,7,1,1,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,8,0.5,1,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,9,0.5,0,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,10,0.5,5,2.5,2.5,1,1,0,2.5,0,0,0,0
Fall,South Canyon,Sept,16,2023,11,0.5,1,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,12,0.5,5,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,13,1,15,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,14,0,0,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,15,1,10,1.5,1.5,1,1,0,1.5,0,0,0,0
Fall,South Canyon,Sept,16,2023,16,0.5,1,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,17,2,60,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,18,1,10,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,19,1.5,5,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,20,0,0,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,21,1.5,10,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,22,1,5,4.7,3.5,1,1,1.2,3.5,0,0,0,0
Fall,South Canyon,Sept,16,2023,23,0.5,15,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,24,0,0,0,0,0,0,0,0,0,0,0,0
Fall,South Canyon,Sept,16,2023,25,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,1,1.5,25,3,1.5,1,1,1.5,0,1.5,0,0,0
Fall,Dania Beach,Sept,22,2023,2,1,15,0,0,0,0,,,,,,
Fall,Dania Beach,Sept,22,2023,3,2,60,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,4,2,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,5,1,1,3,3,1,1,0,3,0,0,0,0
Fall,Dania Beach,Sept,22,2023,6,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,7,2,30,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,8,2,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,9,1,60,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,10,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,11,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,12,1,15,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,13,3,90,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,14,1,45,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,15,1,30,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,16,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,17,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,18,2,20,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,19,3,10,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,20,2,25,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,21,0,1,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,22,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,23,0,1,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,24,0,1,0,0,0,0,0,0,0,0,0,0
Fall,Dania Beach,Sept,22,2023,25,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,1,0.5,20,1.5,0,0,1,1.5,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,2,0.5,10,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,3,0.5,10,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,4,1,40,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,5,0.5,31,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,6,1,40,5,5,1,1,0,5,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,7,1.5,50,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,8,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,9,1,20,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,10,1,25,1.5,1.5,1,1,0,1.5,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,11,1,50,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,12,1,40,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,13,0.5,10,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,14,1,60,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,15,1,30,2,0,0,1,2,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,16,1.5,30,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,17,1,15,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,18,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,19,1,30,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,20,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,21,0.5,10,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,22,0.5,50,0,0,0,0,0,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,23,1,90,7,7,1,1,0,7,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,24,1,65,5.5,0,0,1,5.5,0,0,0,0,0
Fall,Emerald Reef,Sept,29,2023,25,1,35,6,3,1,1,3,3,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,1,1,50,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,2,1,20,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,3,1,35,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,4,1.5,60,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,5,2,17,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,6,1,15,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,7,1,60,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,8,1,5,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,9,1,60,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,10,1,40,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,11,1,50,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,12,1.5,42,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,13,2,30,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,14,1.5,35,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,15,1,40,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,16,1,35,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,17,1,25,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,18,1,20,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,19,1,70,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,20,1,20,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,21,1.5,70,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,22,2,65,2,1,1,1,1,1,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,23,3,80,0,0,0,0,0,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,24,2,70,4,0,0,1,4,0,0,0,0,0
Fall,Ft Lauderdale,October,7,2023,25,2,60,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,1,1,90,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,2,2,95,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,3,2,95,2,0,0,1,2,0,0,0,0,0
Fall,Conch Reef,October,13,2023,4,2.5,95,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,5,1.5,90,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,6,2,85,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,7,3,98,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,8,4,100,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,9,3,90,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,10,3,75,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,11,4,90,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,12,3,100,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,13,2,90,4,4,1,1,0,0,0,0,4,0
Fall,Conch Reef,October,13,2023,14,4,80,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,15,3,95,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,16,2,10,1,0,0,1,1,0,0,0,0,0
Fall,Conch Reef,October,13,2023,17,2,80,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,18,2,90,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,19,1,70,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,20,2,60,2,2,1,1,0,0,0,0,2,0
Fall,Conch Reef,October,13,2023,21,3,85,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,22,1,65,3.5,3.5,1,1,0,3.5,0,0,0,0
Fall,Conch Reef,October,13,2023,23,1,50,6,0,0,1,6,0,0,0,0,0
Fall,Conch Reef,October,13,2023,24,3,95,0,0,0,0,0,0,0,0,0,0
Fall,Conch Reef,October,13,2023,25,1.5,80,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,1,0.5,50,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,2,1,60,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,3,1,30,3,3,1,1,0,3,0,0,0,0
Fall,Carysfort Reef,October,14,2023,4,0.5,20,1,1,1,1,0,1,0,0,0,0
Fall,Carysfort Reef,October,14,2023,5,0.5,15,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,6,0.5,75,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,7,1,65,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,8,1,60,1,1,1,1,0,1,0,0,0,0
Fall,Carysfort Reef,October,14,2023,9,0.5,55,4,4,1,1,0,4,0,0,0,0
Fall,Carysfort Reef,October,14,2023,10,0.8,5,2,2,1,1,0,0,0,0,2,0
Fall,Carysfort Reef,October,14,2023,11,0.5,25,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,12,1,65,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,13,0.5,25,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,14,0.5,40,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,15,0.5,5,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,16,0.5,10,2,2,1,1,0,0,0,0,2,0
Fall,Carysfort Reef,October,14,2023,17,0.5,5,5,5,1,1,0,0,0,0,5,0
Fall,Carysfort Reef,October,14,2023,18,0.5,40,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,19,0.5,25,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,20,0.8,50,1.5,1.5,1,1,0,1.5,0,0,0,0
Fall,Carysfort Reef,October,14,2023,21,1,45,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,22,0,0,0,0,0,0,0,0,0,0,0,0
Fall,Carysfort Reef,October,14,2023,23,0.5,30,0,0,0,0,0,0,0,0,0,0
